"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-04-11","3.5",",,W","0.0",",,W,2400","0.0",",,W,","0.0",",,W,","24.6","H,,S","30.0",",,W","13.9",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-04-12","4.5",",,W","20.3",",,W,2400","0.0",",,W,","0.0",",,W,","16.4","H,,S","23.9",",,W","11.7",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-04-13","3.0",",,W","0.0",",,W,2400","0.0",",,W,","0.0",",,W,","15.3","H,,S","21.1",",,W","9.4",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-04-14","3.5",",,W","0.0",",,W,2400","0.0",",,W,","0.0",",,W,","14.9","H,,S","20.6",",,W","8.9",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-04-15","3.1",",,W","0.0","T,,W,2400","0.0",",,W,","0.0",",,W,","15.7","H,,S","17.2",",,W","13.9",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-04-16","3.6",",,W","0.0",",,W,2400","0.0",",,W,","0.0",",,W,","16.9","H,,S","23.3",",,W","13.3",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-04-17","2.8",",,W","0.0","T,,W,2400","0.0",",,W,","0.0",",,W,","20.3","H,,S","27.2",",,W","16.1",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-04-18","3.9",",,W","1.5",",,W,2400","0.0",",,W,","0.0",",,W,","19.2","H,,S","25.6",",,W","16.1",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-04-19","6.2",",,W","34.8",",,W,2400","0.0",",,W,","0.0",",,W,","21.1","H,,S","26.1",",,W","11.1",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-04-20","6.3",",,W","0.3",",,W,2400","0.0",",,W,","0.0",",,W,","13.4","H,,S","16.7",",,W","8.9",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-04-21","4.1",",,W","0.0",",,W,2400","0.0",",,W,","0.0",",,W,","9.9","H,,S","13.3",",,W","5.6",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-04-22","4.7",",,W","0.0",",,W,2400","0.0",",,W,","0.0",",,W,","9.4","H,,S","13.9",",,W","5.0",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-04-23","2.7",",,W","0.0",",,W,2400","0.0",",,W,","0.0",",,W,","11.6","H,,S","17.2",",,W","8.9",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-04-24","5.5",",,W","0.0","T,,W,2400","0.0",",,W,","0.0",",,W,","15.6","H,,S","26.1",",,W","8.9",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-04-25","4.7",",,W","0.3",",,W,2400","0.0",",,W,","0.0",",,W,","15.3","H,,S","18.3",",,W","8.3",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-04-26","2.4",",,W","0.0",",,W,2400","0.0",",,W,","0.0",",,W,","14.4","H,,S","20.0",",,W","8.3",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-04-27","2.1",",,W","0.0",",,W,2400","0.0",",,W,","0.0",",,W,","15.9","H,,S","22.8",",,W","9.4",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-04-28","3.6",",,W","0.0","T,,W,2400","0.0",",,W,","0.0",",,W,","15.3","H,,S","20.0",",,W","10.6",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-04-29","3.2",",,W","5.8",",,W,2400","0.0",",,W,","0.0",",,W,","14.6","H,,S","16.7",",,W","12.2",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-04-30","3.9",",,W","0.5",",,W,2400","0.0",",,W,","0.0",",,W,","14.4","H,,S","16.7",",,W","13.3",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-05-01","4.3",",,W","0.0",",,W,2400","0.0",",,W,","0.0",",,W,","15.5","H,,S","21.7",",,W","10.0",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-05-02","2.7",",,W","0.0",",,W,2400","0.0",",,W,","0.0",",,W,","14.3","H,,S","20.0",",,W","9.4",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-05-03","4.3",",,W","0.0",",,W,2400","0.0",",,W,","0.0",",,W,","15.1","H,,S","20.0",",,W","9.4",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-05-04","4.1",",,W","0.0",",,W,2400","0.0",",,W,","0.0",",,W,","13.9","H,,S","20.6",",,W","10.0",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-05-05","4.2",",,W","0.0",",,W,2400","0.0",",,W,","0.0",",,W,","12.6","H,,S","17.8",",,W","8.3",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-05-06","5.4",",,W","0.0","T,,W,2400","0.0",",,W,","0.0",",,W,","13.6","H,,S","18.3",",,W","11.1",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-05-07","5.4",",,W","14.0",",,W,2400","0.0",",,W,","0.0",",,W,","16.4","H,,S","18.9",",,W","15.0",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-05-08","2.5",",,W","1.0",",,W,2400","0.0",",,W,","0.0",",,W,","17.4","H,,S","22.2",",,W","15.0",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-05-09","2.2",",,W","1.5",",,W,2400","0.0",",,W,","0.0",",,W,","17.0","H,,S","25.0",",,W","13.3",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-05-10","2.7",",,W","12.2",",,W,2400","0.0",",,W,","0.0",",,W,","20.6","H,,S","28.3",",,W","14.4",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-05-11","3.0",",,W","1.8",",,W,2400","0.0",",,W,","0.0",",,W,","20.9","H,,S","26.7",",,W","17.8",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-05-12","5.8",",,W","0.0","T,,W,2400","0.0",",,W,","0.0",",,W,","17.7","H,,S","19.4",",,W","11.7",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-05-13","4.9",",,W","0.0",",,W,2400","0.0",",,W,","0.0",",,W,","13.1","H,,S","17.2",",,W","7.8",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-05-14","2.7",",,W","0.0",",,W,2400","0.0",",,W,","0.0",",,W,","12.2","H,,S","19.4",",,W","5.6",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-05-15","3.7",",,W","0.0","T,,W,2400","0.0",",,W,","0.0",",,W,","18.8","H,,S","30.0",",,W","13.9",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-05-16","4.3",",,W","0.0","T,,W,2400","0.0",",,W,","0.0",",,W,","24.4","H,,S","30.6",",,W","18.9",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-05-17","2.7",",,W","0.0",",,W,2400","0.0",",,W,","0.0",",,W,","23.8","H,,S","28.3",",,W","17.2",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-05-18","3.0",",,W","1.5",",,W,2400","0.0",",,W,","0.0",",,W,","18.9","H,,S","19.4",",,W","16.1",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-05-19","2.0",",,W","0.5",",,W,2400","0.0",",,W,","0.0",",,W,","18.6","H,,S","25.0",",,W","16.1",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-05-20","3.1",",,W","0.0","T,,W,2400","0.0",",,W,","0.0",",,W,","22.2","H,,S","27.8",",,W","18.9",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-05-21","3.8",",,W","0.0",",,W,2400","0.0",",,W,","0.0",",,W,","23.2","H,,S","27.8",",,W","20.0",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-05-22","4.1",",,W","0.5",",,W,2400","0.0",",,W,","0.0",",,W,","25.1","H,,S","30.0",",,W","21.1",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-05-23","4.6",",,W","4.3",",,W,2400","0.0",",,W,","0.0",",,W,","24.3","H,,S","28.3",",,W","18.9",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-05-24","7.2",",,W","0.3",",,W,2400","0.0",",,W,","0.0",",,W,","17.2","H,,S","19.4",",,W","9.4",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-05-25","6.6",",,W","0.0",",,W,2400","0.0",",,W,","0.0",",,W,","13.2","H,,S","20.0",",,W","7.8",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-05-26","4.5",",,W","0.0",",,W,2400","0.0",",,W,","0.0",",,W,","17.1","H,,S","23.3",",,W","10.6",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-05-27","1.9",",,W","0.0",",,W,2400","0.0",",,W,","0.0",",,W,","18.2","H,,S","22.8",",,W","11.1",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-05-28","2.9",",,W","34.0",",,W,2400","0.0",",,W,","0.0",",,W,","21.2","H,,S","29.4",",,W","17.2",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-05-29","4.0",",,W","0.0",",,W,2400","0.0",",,W,","0.0",",,W,","24.6","H,,S","32.2",",,W","20.6",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-05-30","3.8",",,W","0.0",",,W,2400","0.0",",,W,","0.0",",,W,","26.4","H,,S","32.2",",,W","21.1",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-05-31","4.8",",,W","0.0",",,W,2400","0.0",",,W,","0.0",",,W,","26.6","H,,S","32.8",",,W","21.1",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-06-01","5.0",",,W","0.0",",,W,2400","0.0",",,W,","0.0",",,W,","27.5","H,,S","32.8",",,W","22.2",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-06-02","5.4",",,W","3.0",",,W,2400","0.0",",,W,","0.0",",,W,","27.2","H,,S","30.0",",,W","22.2",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-06-03","3.7",",,W","10.7",",,W,2400","0.0",",,W,","0.0",",,W,","23.8","H,,S","28.3",",,W","20.6",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-06-04","3.5",",,W","0.0",",,W,2400","0.0",",,W,","0.0",",,W,","21.7","H,,S","25.6",",,W","16.7",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-06-05","2.7",",,W","0.0",",,W,2400","0.0",",,W,","0.0",",,W,","21.9","H,,S","26.7",",,W","15.0",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-06-06","3.9",",,W","21.6",",,W,2400","0.0",",,W,","0.0",",,W,","21.4","H,,S","24.4",",,W","17.8",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-06-07","3.9",",,W","42.4",",,W,2400","0.0",",,W,","0.0",",,W,","21.4","H,,S","22.8",",,W","20.6",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-06-08","2.7",",,W","0.0","T,,W,2400","0.0",",,W,","0.0",",,W,","22.6","H,,S","27.8",",,W","20.0",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-06-09","2.6",",,W","0.3",",,W,2400","0.0",",,W,","0.0",",,W,","24.1","H,,S","28.3",",,W","20.0",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-06-10","3.4",",,W","70.4",",,W,2400","0.0",",,W,","0.0",",,W,","24.0","H,,S","26.7",",,W","21.1",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-06-11","4.3",",,W","0.0",",,W,2400","0.0",",,W,","0.0",",,W,","24.3","H,,S","29.4",",,W","20.0",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-06-12","3.4",",,W","0.0",",,W,2400","0.0",",,W,","0.0",",,W,","26.8","H,,S","32.8",",,W","21.1",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-06-13","5.1",",,W","0.5",",,W,2400","0.0",",,W,","0.0",",,W,","26.5","H,,S","32.2",",,W","21.7",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-06-14","6.0",",,W","0.5",",,W,2400","0.0",",,W,","0.0",",,W,","21.9","H,,S","27.2",",,W","16.7",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-06-15","3.8",",,W","0.0",",,W,2400","0.0",",,W,","0.0",",,W,","24.4","H,,S","29.4",",,W","17.2",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-06-16","3.1",",,W","0.0","T,,W,2400","0.0",",,W,","0.0",",,W,","24.9","H,,S","30.6",",,W","20.6",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-06-17","3.2",",,W","0.0","T,,W,2400","0.0",",,W,","0.0",",,W,","26.2","H,,S","30.0",",,W","22.8",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-06-18","2.8",",,W","5.8",",,W,2400","0.0",",,W,","0.0",",,W,","24.3","H,,S","25.6",",,W","20.0",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-06-19","2.8",",,W","0.0",",,W,2400","0.0",",,W,","0.0",",,W,","21.9","H,,S","25.6",",,W","19.4",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-06-20","3.4",",,W","0.0",",,W,2400","0.0",",,W,","0.0",",,W,","22.6","H,,S","26.7",",,W","18.9",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-06-21","1.7",",,W","0.0",",,W,2400","0.0",",,W,","0.0",",,W,","23.0","H,,S","28.9",",,W","17.2",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-06-22","3.6",",,W","0.0",",,W,2400","0.0",",,W,","0.0",",,W,","24.6","H,,S","30.0",",,W","19.4",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-06-23","2.2",",,W","11.7",",,W,2400","0.0",",,W,","0.0",",,W,","25.0","H,,S","30.0",",,W","22.2",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-06-24","3.0",",,W","0.5",",,W,2400","0.0",",,W,","0.0",",,W,","26.8","H,,S","32.2",",,W","22.8",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-06-25","3.1",",,W","0.0","T,,W,2400","0.0",",,W,","0.0",",,W,","27.5","H,,S","34.4",",,W","22.2",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-06-26","3.1",",,W","0.3",",,W,2400","0.0",",,W,","0.0",",,W,","27.6","H,,S","32.8",",,W","22.8",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-06-27","3.5",",,W","5.8",",,W,2400","0.0",",,W,","0.0",",,W,","24.7","H,,S","28.9",",,W","22.2",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-06-28","3.6",",,W","72.6",",,W,2400","0.0","T,,W,","0.0",",,W,","25.6","H,,S","31.7",",,W","20.6",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-06-29","3.1",",,W","0.0",",,W,2400","0.0",",,W,","0.0",",,W,","25.4","H,,S","30.6",",,W","21.1",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-06-30","3.4",",,W","7.1",",,W,2400","0.0",",,W,","0.0",",,W,","26.8","H,,S","30.6",",,W","24.4",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-07-01","4.3",",,W","15.2",",,W,2400","0.0",",,W,","0.0",",,W,","25.7","H,,S","28.9",",,W","23.3",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-07-02","5.5",",,W","4.3",",,W,2400","0.0",",,W,","0.0",",,W,","25.9","H,,S","28.9",",,W","23.3",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-07-03","4.7",",,W","3.8",",,W,2400","0.0",",,W,","0.0",",,W,","25.9","H,,S","30.6",",,W","23.3",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-07-04","4.6",",,W","0.0",",,W,2400","0.0",",,W,","0.0",",,W,","27.3","H,,S","31.7",",,W","24.4",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-07-05","4.7",",,W","0.0",",,W,2400","0.0",",,W,","0.0",",,W,","28.1","H,,S","32.2",",,W","24.4",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-07-06","4.5",",,W","0.0",",,W,2400","0.0",",,W,","0.0",",,W,","29.1","H,,S","33.3",",,W","25.0",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-07-07","4.0",",,W","1.0",",,W,2400","0.0",",,W,","0.0",",,W,","28.7","H,,S","33.3",",,W","23.3",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-07-08","2.8",",,W","1.0",",,W,2400","0.0",",,W,","0.0",",,W,","25.9","H,,S","30.6",",,W","22.8",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-07-09","2.4",",,W","0.0","T,,W,2400","0.0",",,W,","0.0",",,W,","26.8","H,,S","30.0",",,W","23.9",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-07-10","4.3",",,W","14.5",",,W,2400","0.0",",,W,","0.0",",,W,","27.9","H,,S","32.2",",,W","23.9",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-07-11","3.1",",,W","0.0","T,,W,2400","0.0",",,W,","0.0",",,W,","26.2","H,,S","30.6",",,W","23.9",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-07-12","4.3",",,W","35.3",",,W,2400","0.0",",,W,","0.0",",,W,","23.3","H,,S","24.4",",,W","21.1",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-07-13","2.0",",,W","1.8",",,W,2400","0.0",",,W,","0.0",",,W,","25.0","H,,S","30.0",",,W","22.2",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-07-14","3.1",",,W","0.0",",,W,2400","0.0",",,W,","0.0",",,W,","27.4","H,,S","31.7",",,W","23.9",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-07-15","2.5",",,W","0.0",",,W,2400","0.0",",,W,","0.0",",,W,","29.2","H,,S","35.6",",,W","23.9",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-07-16","3.2",",,W","0.0",",,W,2400","0.0",",,W,","0.0",",,W,","31.4","H,,S","35.6",",,W","26.7",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-07-17","2.1",",,W","0.0",",,W,2400","0.0",",,W,","0.0",",,W,","30.7","H,,S","36.1",",,W","26.7",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-07-18","2.6",",,W","26.4",",,W,2400","0.0",",,W,","0.0",",,W,","30.6","H,,S","35.0",",,W","26.7",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-07-19","4.1",",,W","0.0",",,W,2400","0.0",",,W,","0.0",",,W,","31.1","H,,S","35.0",",,W","27.2",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-07-20","4.4",",,W","0.0",",,W,2400","0.0",",,W,","0.0",",,W,","30.3","H,,S","34.4",",,W","26.7",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-07-21","2.5",",,W","0.0","T,,W,2400","0.0",",,W,","0.0",",,W,","29.4","H,,S","33.9",",,W","25.6",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-07-22","2.9",",,W","2.5",",,W,2400","0.0",",,W,","0.0",",,W,","27.6","H,,S","31.7",",,W","24.4",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-07-23","3.4",",,W","0.0","T,,W,2400","0.0",",,W,","0.0",",,W,","27.8","H,,S","31.7",",,W","24.4",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-07-24","4.8",",,W","0.0",",,W,2400","0.0",",,W,","0.0",",,W,","27.1","H,,S","30.0",",,W","23.3",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-07-25","4.5",",,W","0.0",",,W,2400","0.0",",,W,","0.0",",,W,","23.6","H,,S","27.8",",,W","18.3",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-07-26","3.0",",,W","0.0",",,W,2400","0.0",",,W,","0.0",",,W,","24.1","H,,S","28.9",",,W","19.4",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-07-27","4.0",",,W","6.6",",,W,2400","0.0",",,W,","0.0",",,W,","25.1","H,,S","30.0",",,W","22.2",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-07-28","3.4",",,W","0.0","T,,W,2400","0.0",",,W,","0.0",",,W,","24.9","H,,S","28.9",",,W","22.2",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-07-29","3.6",",,W","0.0",",,W,2400","0.0",",,W,","0.0",",,W,","24.4","H,,S","28.9",",,W","20.0",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-07-30","2.1",",,W","0.0",",,W,2400","0.0",",,W,","0.0",",,W,","24.6","H,,S","29.4",",,W","18.9",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-07-31","2.8",",,W","0.0","T,,W,2400","0.0",",,W,","0.0",",,W,","24.7","H,,S","27.8",",,W","21.7",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-08-01","3.3",",,W","10.4",",,W,2400","0.0",",,W,","0.0",",,W,","23.5","H,,S","28.3",",,W","21.1",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.84721","-77.03454","4.1","2013-08-02","2.7",",,W","0.0",",,W,2400","0.0",",,W,","0.0",",,W,","25.6","H,,S","31.1",",,W","21.7",",,W"
