,date,numbikes,year,month,dayofweek
288,2015-11-14,7171,2015,11,5
289,2015-11-15,7441,2015,11,6
290,2015-11-16,9156,2015,11,0
291,2015-11-17,9226,2015,11,1
292,2015-11-18,9768,2015,11,2
293,2015-11-19,6255,2015,11,3
294,2015-11-20,9097,2015,11,4
295,2015-11-21,7299,2015,11,5
296,2015-11-22,4948,2015,11,6
297,2015-11-23,6601,2015,11,0
298,2015-11-24,7500,2015,11,1
299,2015-11-25,6864,2015,11,2
300,2015-11-26,3394,2015,11,3
301,2015-11-27,6240,2015,11,4
302,2015-11-28,6418,2015,11,5
303,2015-11-29,2877,2015,11,6
304,2015-11-30,4160,2015,11,0
305,2015-12-01,3954,2015,12,1
306,2015-12-02,5740,2015,12,2
307,2015-12-03,7969,2015,12,3
308,2015-12-04,7940,2015,12,4
309,2015-12-05,7086,2015,12,5
310,2015-12-06,5980,2015,12,6
311,2015-12-07,7928,2015,12,0
312,2015-12-08,8458,2015,12,1
313,2015-12-09,7982,2015,12,2
314,2015-12-10,8685,2015,12,3
315,2015-12-11,8722,2015,12,4
316,2015-12-12,8720,2015,12,5
317,2015-12-13,8034,2015,12,6
318,2015-12-14,6645,2015,12,0
319,2015-12-15,8803,2015,12,1
320,2015-12-16,8625,2015,12,2
321,2015-12-17,4553,2015,12,3
322,2015-12-18,6698,2015,12,4
323,2015-12-19,4279,2015,12,5
324,2015-12-20,4219,2015,12,6
325,2015-12-21,6675,2015,12,0
326,2015-12-22,4934,2015,12,1
327,2015-12-23,2263,2015,12,2
328,2015-12-24,2796,2015,12,3
329,2015-12-25,1502,2015,12,4
330,2015-12-26,2702,2015,12,5
331,2015-12-27,4623,2015,12,6
332,2015-12-28,4459,2015,12,0
333,2015-12-29,5253,2015,12,1
334,2015-12-30,5275,2015,12,2
335,2015-12-31,5855,2015,12,3
3052,2016-01-01,3220,2016,1,4
3053,2016-01-02,4921,2016,1,5
3054,2016-01-03,4965,2016,1,6
3055,2016-01-04,5133,2016,1,0
3056,2016-01-05,4850,2016,1,1
3057,2016-01-06,5712,2016,1,2
3058,2016-01-07,6592,2016,1,3
3059,2016-01-08,6153,2016,1,4
3060,2016-01-09,5314,2016,1,5
3061,2016-01-10,5663,2016,1,6
3062,2016-01-11,6294,2016,1,0
3063,2016-01-12,6490,2016,1,1
3064,2016-01-13,5620,2016,1,2
3065,2016-01-14,7164,2016,1,3
3066,2016-01-15,5983,2016,1,4
3067,2016-01-16,5908,2016,1,5
3068,2016-01-17,3400,2016,1,6
3069,2016-01-18,2499,2016,1,0
3070,2016-01-19,3912,2016,1,1
3071,2016-01-20,4321,2016,1,2
3072,2016-01-21,4228,2016,1,3
3073,2016-01-22,2985,2016,1,4
3074,2016-01-27,528,2016,1,2
3075,2016-01-28,2022,2016,1,3
3076,2016-01-29,2942,2016,1,4
3077,2016-01-30,2822,2016,1,5
3078,2016-01-31,3611,2016,1,6
3079,2016-02-01,4604,2016,2,0
3080,2016-02-02,6584,2016,2,1
3081,2016-02-03,4243,2016,2,2
3082,2016-02-04,6691,2016,2,3
3083,2016-02-05,5822,2016,2,4
3084,2016-02-06,5042,2016,2,5
3085,2016-02-07,4664,2016,2,6
3086,2016-02-08,5994,2016,2,0
3087,2016-02-09,4053,2016,2,1
3088,2016-02-10,5493,2016,2,2
3089,2016-02-11,4246,2016,2,3
3090,2016-02-12,4363,2016,2,4
3091,2016-02-13,1535,2016,2,5
3092,2016-02-14,1851,2016,2,6
3093,2016-02-15,501,2016,2,0
3094,2016-02-16,3238,2016,2,1
3095,2016-02-17,6097,2016,2,2
3096,2016-02-18,5822,2016,2,3
3097,2016-02-19,5633,2016,2,4
3098,2016-02-20,8245,2016,2,5
3099,2016-02-21,4254,2016,2,6
3100,2016-02-22,7148,2016,2,0
3101,2016-02-23,2585,2016,2,1
3102,2016-02-24,3279,2016,2,2
3103,2016-02-25,6330,2016,2,3
3104,2016-02-26,5345,2016,2,4
3105,2016-02-27,5432,2016,2,5
3106,2016-02-28,8732,2016,2,6
3107,2016-02-29,7828,2016,2,0
3108,2016-03-01,8588,2016,3,1
3109,2016-03-02,5918,2016,3,2
3110,2016-03-03,5902,2016,3,3
3111,2016-03-04,5345,2016,3,4
3112,2016-03-05,5334,2016,3,5
3113,2016-03-06,5899,2016,3,6
3114,2016-03-07,9003,2016,3,0
3115,2016-03-08,10558,2016,3,1
3116,2016-03-09,11214,2016,3,2
3117,2016-03-10,10954,2016,3,3
3118,2016-03-11,11219,2016,3,4
3119,2016-03-12,10428,2016,3,5
3120,2016-03-13,5194,2016,3,6
3121,2016-03-14,7671,2016,3,0
3122,2016-03-15,8558,2016,3,1
3123,2016-03-16,13356,2016,3,2
3124,2016-03-17,10673,2016,3,3
3125,2016-03-18,11429,2016,3,4
3126,2016-03-19,3227,2016,3,5
3127,2016-03-20,4532,2016,3,6
3128,2016-03-21,7580,2016,3,0
3129,2016-03-22,9763,2016,3,1
3130,2016-03-23,12340,2016,3,2
3131,2016-03-24,13363,2016,3,3
3132,2016-03-25,12212,2016,3,4
3133,2016-03-26,14116,2016,3,5
3134,2016-03-27,8564,2016,3,6
3135,2016-03-28,8430,2016,3,0
3136,2016-03-29,10221,2016,3,1
3137,2016-03-30,10873,2016,3,2
3138,2016-03-31,11029,2016,3,3
31,2016-04-01,10874,2016,4,4
32,2016-04-02,9282,2016,4,5
33,2016-04-03,6800,2016,4,6
34,2016-04-04,7398,2016,4,0
35,2016-04-05,7512,2016,4,1
36,2016-04-06,9068,2016,4,2
37,2016-04-07,5433,2016,4,3
38,2016-04-08,9529,2016,4,4
39,2016-04-09,4069,2016,4,5
40,2016-04-10,7421,2016,4,6
41,2016-04-11,9456,2016,4,0
42,2016-04-12,8583,2016,4,1
43,2016-04-13,10131,2016,4,2
44,2016-04-14,10523,2016,4,3
45,2016-04-15,11395,2016,4,4
46,2016-04-16,13505,2016,4,5
47,2016-04-17,12367,2016,4,6
48,2016-04-18,11882,2016,4,0
49,2016-04-19,11927,2016,4,1
50,2016-04-20,11650,2016,4,2
51,2016-04-21,11447,2016,4,3
52,2016-04-22,11093,2016,4,4
53,2016-04-23,8487,2016,4,5
54,2016-04-24,11948,2016,4,6
55,2016-04-25,11694,2016,4,0
56,2016-04-26,11718,2016,4,1
57,2016-04-27,8360,2016,4,2
58,2016-04-28,5195,2016,4,3
59,2016-04-29,8258,2016,4,4
60,2016-04-30,8511,2016,4,5
61,2016-05-01,4376,2016,5,6
62,2016-05-02,8139,2016,5,0
63,2016-05-03,8132,2016,5,1
64,2016-05-04,9625,2016,5,2
65,2016-05-05,8726,2016,5,3
66,2016-05-06,3102,2016,5,4
67,2016-05-07,9225,2016,5,5
68,2016-05-08,10803,2016,5,6
69,2016-05-09,9164,2016,5,0
70,2016-05-10,10242,2016,5,1
71,2016-05-11,7669,2016,5,2
72,2016-05-12,10805,2016,5,3
73,2016-05-13,10106,2016,5,4
74,2016-05-14,9389,2016,5,5
75,2016-05-15,8507,2016,5,6
76,2016-05-16,11357,2016,5,0
77,2016-05-17,5374,2016,5,1
78,2016-05-18,10583,2016,5,2
79,2016-05-19,11720,2016,5,3
80,2016-05-20,13860,2016,5,4
81,2016-05-21,4432,2016,5,5
82,2016-05-22,2851,2016,5,6
83,2016-05-23,8048,2016,5,0
84,2016-05-24,13235,2016,5,1
85,2016-05-25,12786,2016,5,2
86,2016-05-26,12188,2016,5,3
87,2016-05-27,12139,2016,5,4
88,2016-05-28,11560,2016,5,5
89,2016-05-29,9069,2016,5,6
90,2016-05-30,9930,2016,5,0
91,2016-05-31,11578,2016,5,1
92,2016-06-01,12355,2016,6,2
93,2016-06-02,12366,2016,6,3
94,2016-06-03,8517,2016,6,4
95,2016-06-04,11991,2016,6,5
96,2016-06-05,9378,2016,6,6
97,2016-06-06,12468,2016,6,0
98,2016-06-07,13271,2016,6,1
99,2016-06-08,13586,2016,6,2
100,2016-06-09,13423,2016,6,3
101,2016-06-10,13730,2016,6,4
102,2016-06-11,11993,2016,6,5
103,2016-06-12,11023,2016,6,6
104,2016-06-13,13161,2016,6,0
105,2016-06-14,13949,2016,6,1
106,2016-06-15,12954,2016,6,2
107,2016-06-16,11056,2016,6,3
108,2016-06-17,13290,2016,6,4
109,2016-06-18,13550,2016,6,5
110,2016-06-19,11830,2016,6,6
111,2016-06-20,12912,2016,6,0
112,2016-06-21,9513,2016,6,1
113,2016-06-22,13902,2016,6,2
114,2016-06-23,9435,2016,6,3
115,2016-06-24,12405,2016,6,4
116,2016-06-25,13600,2016,6,5
117,2016-06-26,12356,2016,6,6
118,2016-06-27,11922,2016,6,0
119,2016-06-28,11064,2016,6,1
120,2016-06-29,13778,2016,6,2
121,2016-06-30,13319,2016,6,3
970,2016-07-01,12405,2016,7,4
971,2016-07-02,14072,2016,7,5
972,2016-07-03,13036,2016,7,6
973,2016-07-04,7600,2016,7,0
974,2016-07-05,11970,2016,7,1
975,2016-07-06,12448,2016,7,2
976,2016-07-07,12218,2016,7,3
977,2016-07-08,11581,2016,7,4
978,2016-07-09,12198,2016,7,5
979,2016-07-10,11981,2016,7,6
980,2016-07-11,12710,2016,7,0
981,2016-07-12,13168,2016,7,1
982,2016-07-13,12520,2016,7,2
983,2016-07-14,12086,2016,7,3
984,2016-07-15,12613,2016,7,4
985,2016-07-16,13837,2016,7,5
986,2016-07-17,15526,2016,7,6
987,2016-07-18,9729,2016,7,0
988,2016-07-19,12325,2016,7,1
989,2016-07-20,13300,2016,7,2
990,2016-07-21,12862,2016,7,3
991,2016-07-22,12105,2016,7,4
992,2016-07-23,10261,2016,7,5
993,2016-07-24,9615,2016,7,6
994,2016-07-25,10275,2016,7,0
995,2016-07-26,11150,2016,7,1
996,2016-07-27,11568,2016,7,2
997,2016-07-28,9366,2016,7,3
998,2016-07-29,12151,2016,7,4
999,2016-07-30,8938,2016,7,5
1000,2016-07-31,10844,2016,7,6
1001,2016-08-01,11951,2016,8,0
1002,2016-08-02,13374,2016,8,1
1003,2016-08-03,13591,2016,8,2
1004,2016-08-04,13555,2016,8,3
1005,2016-08-05,13186,2016,8,4
1006,2016-08-06,11340,2016,8,5
1007,2016-08-07,11962,2016,8,6
1008,2016-08-08,11926,2016,8,0
1009,2016-08-09,12424,2016,8,1
1010,2016-08-10,12258,2016,8,2
1011,2016-08-11,11466,2016,8,3
1012,2016-08-12,10853,2016,8,4
1013,2016-08-13,8717,2016,8,5
1014,2016-08-14,7708,2016,8,6
1015,2016-08-15,9240,2016,8,0
1016,2016-08-16,11316,2016,8,1
1017,2016-08-17,10988,2016,8,2
1018,2016-08-18,11821,2016,8,3
1019,2016-08-19,11915,2016,8,4
1020,2016-08-20,11534,2016,8,5
1021,2016-08-21,7252,2016,8,6
1022,2016-08-22,12349,2016,8,0
1023,2016-08-23,13042,2016,8,1
1024,2016-08-24,12753,2016,8,2
1025,2016-08-25,12524,2016,8,3
1026,2016-08-26,11296,2016,8,4
1027,2016-08-27,11197,2016,8,5
1028,2016-08-28,10528,2016,8,6
1029,2016-08-29,11433,2016,8,0
1030,2016-08-30,12216,2016,8,1
1031,2016-08-31,11613,2016,8,2
1032,2016-09-01,9998,2016,9,3
1033,2016-09-02,12715,2016,9,4
1034,2016-09-03,11027,2016,9,5
1035,2016-09-04,12790,2016,9,6
1036,2016-09-05,11220,2016,9,0
1037,2016-09-06,11752,2016,9,1
1038,2016-09-07,11028,2016,9,2
1039,2016-09-08,11470,2016,9,3
1040,2016-09-09,11415,2016,9,4
1041,2016-09-10,10376,2016,9,5
1042,2016-09-11,11585,2016,9,6
1043,2016-09-12,12311,2016,9,0
1044,2016-09-13,12805,2016,9,1
1045,2016-09-14,12525,2016,9,2
1046,2016-09-15,13273,2016,9,3
1047,2016-09-16,13211,2016,9,4
1048,2016-09-17,12902,2016,9,5
1049,2016-09-18,11347,2016,9,6
1050,2016-09-19,8464,2016,9,0
1051,2016-09-20,12630,2016,9,1
1052,2016-09-21,12489,2016,9,2
1053,2016-09-22,12730,2016,9,3
1054,2016-09-23,13342,2016,9,4
1055,2016-09-24,13106,2016,9,5
1056,2016-09-25,11949,2016,9,6
1057,2016-09-26,11452,2016,9,0
1058,2016-09-27,12357,2016,9,1
1059,2016-09-28,7727,2016,9,2
1060,2016-09-29,5886,2016,9,3
1061,2016-09-30,8526,2016,9,4
1369,2016-10-01,6629,2016,10,5
1370,2016-10-02,10444,2016,10,6
1371,2016-10-03,12301,2016,10,0
1372,2016-10-04,12794,2016,10,1
1373,2016-10-05,12590,2016,10,2
1374,2016-10-06,12362,2016,10,3
1375,2016-10-07,13195,2016,10,4
1376,2016-10-08,5125,2016,10,5
1377,2016-10-09,10026,2016,10,6
1378,2016-10-10,10415,2016,10,0
1379,2016-10-11,11529,2016,10,1
1380,2016-10-12,11797,2016,10,2
1381,2016-10-13,12239,2016,10,3
1382,2016-10-14,12471,2016,10,4
1383,2016-10-15,12319,2016,10,5
1384,2016-10-16,11253,2016,10,6
1385,2016-10-17,11905,2016,10,0
1386,2016-10-18,12986,2016,10,1
1387,2016-10-19,12921,2016,10,2
1388,2016-10-20,13020,2016,10,3
1389,2016-10-21,10585,2016,10,4
1390,2016-10-22,8904,2016,10,5
1391,2016-10-23,9605,2016,10,6
1392,2016-10-24,10800,2016,10,0
1393,2016-10-25,11181,2016,10,1
1394,2016-10-26,10697,2016,10,2
1395,2016-10-27,9280,2016,10,3
1396,2016-10-28,10627,2016,10,4
1397,2016-10-29,11615,2016,10,5
1398,2016-10-30,10902,2016,10,6
1399,2016-10-31,10726,2016,10,0
1400,2016-11-01,11369,2016,11,1
1401,2016-11-02,12123,2016,11,2
1402,2016-11-03,11958,2016,11,3
1403,2016-11-04,11980,2016,11,4
1404,2016-11-05,11303,2016,11,5
1405,2016-11-06,9840,2016,11,6
1406,2016-11-07,10155,2016,11,0
1407,2016-11-08,12026,2016,11,1
1408,2016-11-09,7399,2016,11,2
1409,2016-11-10,10251,2016,11,3
1410,2016-11-11,9848,2016,11,4
1411,2016-11-12,8327,2016,11,5
1412,2016-11-13,8155,2016,11,6
1413,2016-11-14,9210,2016,11,0
1414,2016-11-15,10395,2016,11,1
1415,2016-11-16,10046,2016,11,2
1416,2016-11-17,10495,2016,11,3
1417,2016-11-18,11253,2016,11,4
1418,2016-11-19,8247,2016,11,5
1419,2016-11-20,3826,2016,11,6
1420,2016-11-21,6826,2016,11,0
1421,2016-11-22,7626,2016,11,1
1422,2016-11-23,6903,2016,11,2
1423,2016-11-24,3328,2016,11,3
1424,2016-11-25,5831,2016,11,4
1425,2016-11-26,4991,2016,11,5
1426,2016-11-27,4867,2016,11,6
1427,2016-11-28,8027,2016,11,0
1428,2016-11-29,6331,2016,11,1
1429,2016-11-30,6170,2016,11,2
1430,2016-12-01,9131,2016,12,3
1431,2016-12-02,8411,2016,12,4
1432,2016-12-03,6209,2016,12,5
1433,2016-12-04,5264,2016,12,6
1434,2016-12-05,8210,2016,12,0
1435,2016-12-06,3893,2016,12,1
1436,2016-12-07,8655,2016,12,2
1437,2016-12-08,7993,2016,12,3
1438,2016-12-09,6419,2016,12,4
1439,2016-12-10,4202,2016,12,5
1440,2016-12-11,3815,2016,12,6
1441,2016-12-12,7037,2016,12,0
1442,2016-12-13,7743,2016,12,1
1443,2016-12-14,7610,2016,12,2
1444,2016-12-15,4556,2016,12,3
1445,2016-12-16,4517,2016,12,4
1446,2016-12-17,2319,2016,12,5
1447,2016-12-18,3313,2016,12,6
1448,2016-12-19,6328,2016,12,0
1449,2016-12-20,6106,2016,12,1
1450,2016-12-21,6587,2016,12,2
1451,2016-12-22,6187,2016,12,3
1452,2016-12-23,4209,2016,12,4
1453,2016-12-24,1372,2016,12,5
1454,2016-12-25,2155,2016,12,6
1455,2016-12-26,2361,2016,12,0
1456,2016-12-27,5803,2016,12,1
1457,2016-12-28,6396,2016,12,2
1458,2016-12-29,4254,2016,12,3
1459,2016-12-30,4447,2016,12,4
1460,2016-12-31,3217,2016,12,5
516,2017-01-01,4063,2017,1,6
517,2017-01-02,1638,2017,1,0
518,2017-01-03,3771,2017,1,1
519,2017-01-04,7185,2017,1,2
520,2017-01-05,6214,2017,1,3
521,2017-01-06,5570,2017,1,4
522,2017-01-07,1809,2017,1,5
523,2017-01-08,1920,2017,1,6
524,2017-01-09,4617,2017,1,0
525,2017-01-10,5606,2017,1,1
526,2017-01-11,7267,2017,1,2
527,2017-01-12,9091,2017,1,3
528,2017-01-13,8031,2017,1,4
529,2017-01-14,1864,2017,1,5
530,2017-01-15,5348,2017,1,6
531,2017-01-16,4485,2017,1,0
532,2017-01-17,5574,2017,1,1
533,2017-01-18,7345,2017,1,2
534,2017-01-19,7376,2017,1,3
535,2017-01-20,5566,2017,1,4
536,2017-01-21,8157,2017,1,5
537,2017-01-22,4066,2017,1,6
538,2017-01-23,2905,2017,1,0
539,2017-01-24,7389,2017,1,1
540,2017-01-25,9023,2017,1,2
541,2017-01-26,8048,2017,1,3
542,2017-01-27,6887,2017,1,4
543,2017-01-28,5555,2017,1,5
544,2017-01-29,5250,2017,1,6
545,2017-01-30,5420,2017,1,0
546,2017-01-31,7764,2017,1,1
547,2017-02-01,8231,2017,2,2
548,2017-02-02,7649,2017,2,3
549,2017-02-03,6543,2017,2,4
550,2017-02-04,4807,2017,2,5
551,2017-02-05,5489,2017,2,6
552,2017-02-06,8399,2017,2,0
553,2017-02-07,9796,2017,2,1
554,2017-02-08,10619,2017,2,2
555,2017-02-09,5369,2017,2,3
556,2017-02-10,5974,2017,2,4
557,2017-02-11,6821,2017,2,5
558,2017-02-12,4723,2017,2,6
559,2017-02-13,6364,2017,2,0
560,2017-02-14,7409,2017,2,1
561,2017-02-15,7485,2017,2,2
562,2017-02-16,6427,2017,2,3
563,2017-02-17,7282,2017,2,4
564,2017-02-18,10726,2017,2,5
565,2017-02-19,12350,2017,2,6
566,2017-02-20,10058,2017,2,0
567,2017-02-21,8815,2017,2,1
568,2017-02-22,9659,2017,2,2
569,2017-02-23,11744,2017,2,3
570,2017-02-24,12959,2017,2,4
571,2017-02-25,8174,2017,2,5
572,2017-02-26,6339,2017,2,6
573,2017-02-27,8264,2017,2,0
574,2017-02-28,7828,2017,2,1
575,2017-03-01,8977,2017,3,2
576,2017-03-02,8134,2017,3,3
577,2017-03-03,6741,2017,3,4
578,2017-03-04,5283,2017,3,5
579,2017-03-05,4999,2017,3,6
580,2017-03-06,8583,2017,3,0
581,2017-03-07,8383,2017,3,1
582,2017-03-08,10971,2017,3,2
583,2017-03-09,12406,2017,3,3
584,2017-03-10,5998,2017,3,4
585,2017-03-11,5116,2017,3,5
586,2017-03-12,4621,2017,3,6
587,2017-03-13,6470,2017,3,0
588,2017-03-14,1583,2017,3,1
589,2017-03-15,3359,2017,3,2
590,2017-03-16,5179,2017,3,3
591,2017-03-17,7207,2017,3,4
592,2017-03-18,8245,2017,3,5
593,2017-03-19,5689,2017,3,6
594,2017-03-20,9303,2017,3,0
595,2017-03-21,10612,2017,3,1
596,2017-03-22,8313,2017,3,2
597,2017-03-23,8616,2017,3,3
598,2017-03-24,9086,2017,3,4
599,2017-03-25,16191,2017,3,5
600,2017-03-26,6621,2017,3,6
601,2017-03-27,11367,2017,3,0
602,2017-03-28,10444,2017,3,1
603,2017-03-29,12789,2017,3,2
604,2017-03-30,10324,2017,3,3
605,2017-03-31,3793,2017,3,4
2808,2017-04-01,10321,2017,4,5
2809,2017-04-02,13714,2017,4,6
2810,2017-04-03,10868,2017,4,0
2811,2017-04-04,12666,2017,4,1
2812,2017-04-05,13545,2017,4,2
2813,2017-04-06,6353,2017,4,3
2814,2017-04-07,7596,2017,4,4
2815,2017-04-08,12508,2017,4,5
2816,2017-04-09,15133,2017,4,6
2817,2017-04-10,13742,2017,4,0
2818,2017-04-11,15371,2017,4,1
2819,2017-04-12,14088,2017,4,2
2820,2017-04-13,15434,2017,4,3
2821,2017-04-14,16038,2017,4,4
2822,2017-04-15,16896,2017,4,5
2823,2017-04-16,13129,2017,4,6
2824,2017-04-17,10278,2017,4,0
2825,2017-04-18,13752,2017,4,1
2826,2017-04-19,11693,2017,4,2
2827,2017-04-20,12273,2017,4,3
2828,2017-04-21,13541,2017,4,4
2829,2017-04-22,4485,2017,4,5
2830,2017-04-23,10744,2017,4,6
2831,2017-04-24,5684,2017,4,0
2832,2017-04-25,7966,2017,4,1
2833,2017-04-26,11969,2017,4,2
2834,2017-04-27,13787,2017,4,3
2835,2017-04-28,14391,2017,4,4
2836,2017-04-29,14412,2017,4,5
2837,2017-04-30,13613,2017,4,6
2838,2017-05-01,10982,2017,5,0
2839,2017-05-02,13312,2017,5,1
2840,2017-05-03,12931,2017,5,2
2841,2017-05-04,11851,2017,5,3
2842,2017-05-05,7263,2017,5,4
2843,2017-05-06,5842,2017,5,5
2844,2017-05-07,9613,2017,5,6
2845,2017-05-08,11412,2017,5,0
2846,2017-05-09,12369,2017,5,1
2847,2017-05-10,13529,2017,5,2
2848,2017-05-11,3647,2017,5,3
2849,2017-05-12,7213,2017,5,4
2850,2017-05-13,8177,2017,5,5
2851,2017-05-14,12866,2017,5,6
2852,2017-05-15,12580,2017,5,0
2853,2017-05-16,13640,2017,5,1
2854,2017-05-17,12779,2017,5,2
2855,2017-05-18,12404,2017,5,3
2856,2017-05-19,13427,2017,5,4
2857,2017-05-20,13795,2017,5,5
2858,2017-05-21,11101,2017,5,6
2859,2017-05-22,9106,2017,5,0
2860,2017-05-23,10522,2017,5,1
2861,2017-05-24,11942,2017,5,2
2862,2017-05-25,6714,2017,5,3
2863,2017-05-26,13591,2017,5,4
2864,2017-05-27,11475,2017,5,5
2865,2017-05-28,10188,2017,5,6
2866,2017-05-29,12931,2017,5,0
2867,2017-05-30,10303,2017,5,1
2868,2017-05-31,12172,2017,5,2
2869,2017-06-01,13655,2017,6,3
2870,2017-06-02,14110,2017,6,4
2871,2017-06-03,13898,2017,6,5
2872,2017-06-04,12634,2017,6,6
2873,2017-06-05,10640,2017,6,0
2874,2017-06-06,14139,2017,6,1
2875,2017-06-07,12562,2017,6,2
2876,2017-06-08,13952,2017,6,3
2877,2017-06-09,14575,2017,6,4
2878,2017-06-10,14677,2017,6,5
2879,2017-06-11,11835,2017,6,6
2880,2017-06-12,12305,2017,6,0
2881,2017-06-13,12534,2017,6,1
2882,2017-06-14,13207,2017,6,2
2883,2017-06-15,13843,2017,6,3
2884,2017-06-16,12465,2017,6,4
2885,2017-06-17,13193,2017,6,5
2886,2017-06-18,11161,2017,6,6
2887,2017-06-19,9423,2017,6,0
2888,2017-06-20,13977,2017,6,1
2889,2017-06-21,14010,2017,6,2
2890,2017-06-22,13499,2017,6,3
2891,2017-06-23,12518,2017,6,4
2892,2017-06-24,14321,2017,6,5
2893,2017-06-25,13621,2017,6,6
2894,2017-06-26,14392,2017,6,0
2895,2017-06-27,15015,2017,6,1
2896,2017-06-28,14893,2017,6,2
2897,2017-06-29,13945,2017,6,3
2898,2017-06-30,13752,2017,6,4
1461,2017-07-01,11409,2017,7,5
1462,2017-07-02,13583,2017,7,6
1463,2017-07-03,15293,2017,7,0
1464,2017-07-04,15403,2017,7,1
1465,2017-07-05,10587,2017,7,2
1466,2017-07-06,7357,2017,7,3
1467,2017-07-07,13981,2017,7,4
1468,2017-07-08,15517,2017,7,5
1469,2017-07-09,15302,2017,7,6
1470,2017-07-10,12919,2017,7,0
1471,2017-07-11,13676,2017,7,1
1472,2017-07-12,13485,2017,7,2
1473,2017-07-13,12659,2017,7,3
1474,2017-07-14,10312,2017,7,4
1475,2017-07-15,14469,2017,7,5
1476,2017-07-16,13584,2017,7,6
1477,2017-07-17,12478,2017,7,0
1478,2017-07-18,12922,2017,7,1
1479,2017-07-19,13166,2017,7,2
1480,2017-07-20,12673,2017,7,3
1481,2017-07-21,12939,2017,7,4
1482,2017-07-22,10028,2017,7,5
1483,2017-07-23,11050,2017,7,6
1484,2017-07-24,12519,2017,7,0
1485,2017-07-25,14974,2017,7,1
1486,2017-07-26,15549,2017,7,2
1487,2017-07-27,14652,2017,7,3
1488,2017-07-28,5726,2017,7,4
1489,2017-07-29,9765,2017,7,5
1490,2017-07-30,15767,2017,7,6
1491,2017-07-31,13936,2017,7,0
1492,2017-08-01,12402,2017,8,1
1493,2017-08-02,14079,2017,8,2
1494,2017-08-03,12796,2017,8,3
1495,2017-08-04,14288,2017,8,4
1496,2017-08-05,16346,2017,8,5
1497,2017-08-06,14159,2017,8,6
1498,2017-08-07,5895,2017,8,0
1499,2017-08-08,14742,2017,8,1
1500,2017-08-09,14962,2017,8,2
1501,2017-08-10,14779,2017,8,3
1502,2017-08-11,12389,2017,8,4
1503,2017-08-12,11692,2017,8,5
1504,2017-08-13,14146,2017,8,6
1505,2017-08-14,13180,2017,8,0
1506,2017-08-15,9953,2017,8,1
1507,2017-08-16,13577,2017,8,2
1508,2017-08-17,13301,2017,8,3
1509,2017-08-18,11403,2017,8,4
1510,2017-08-19,13442,2017,8,5
1511,2017-08-20,12643,2017,8,6
1512,2017-08-21,12271,2017,8,0
1513,2017-08-22,12603,2017,8,1
1514,2017-08-23,14061,2017,8,2
1515,2017-08-24,14134,2017,8,3
1516,2017-08-25,14882,2017,8,4
1517,2017-08-26,14679,2017,8,5
1518,2017-08-27,13356,2017,8,6
1519,2017-08-28,13129,2017,8,0
1520,2017-08-29,4620,2017,8,1
1521,2017-08-30,14714,2017,8,2
1522,2017-08-31,13911,2017,8,3
1523,2017-09-01,13176,2017,9,4
1524,2017-09-02,4175,2017,9,5
1525,2017-09-03,15371,2017,9,6
1526,2017-09-04,13580,2017,9,0
1527,2017-09-05,11359,2017,9,1
1528,2017-09-06,5996,2017,9,2
1529,2017-09-07,14050,2017,9,3
1530,2017-09-08,14691,2017,9,4
1531,2017-09-09,14762,2017,9,5
1532,2017-09-10,13009,2017,9,6
1533,2017-09-11,13401,2017,9,0
1534,2017-09-12,14497,2017,9,1
1535,2017-09-13,11920,2017,9,2
1536,2017-09-14,13219,2017,9,3
1537,2017-09-15,14604,2017,9,4
1538,2017-09-16,15297,2017,9,5
1539,2017-09-17,13169,2017,9,6
1540,2017-09-18,13034,2017,9,0
1541,2017-09-19,14045,2017,9,1
1542,2017-09-20,13720,2017,9,2
1543,2017-09-21,13481,2017,9,3
1544,2017-09-22,14040,2017,9,4
1545,2017-09-23,13484,2017,9,5
1546,2017-09-24,11973,2017,9,6
1547,2017-09-25,12653,2017,9,0
1548,2017-09-26,13457,2017,9,1
1549,2017-09-27,13281,2017,9,2
1550,2017-09-28,14376,2017,9,3
1551,2017-09-29,14530,2017,9,4
1552,2017-09-30,13021,2017,9,5
1799,2017-10-01,12002,2017,10,6
1800,2017-10-02,12700,2017,10,0
1801,2017-10-03,13484,2017,10,1
1802,2017-10-04,13744,2017,10,2
1803,2017-10-05,13892,2017,10,3
1804,2017-10-06,14985,2017,10,4
1805,2017-10-07,15477,2017,10,5
1806,2017-10-08,10404,2017,10,6
1807,2017-10-09,9030,2017,10,0
1808,2017-10-10,13153,2017,10,1
1809,2017-10-11,10374,2017,10,2
1810,2017-10-12,11730,2017,10,3
1811,2017-10-13,12369,2017,10,4
1812,2017-10-14,13815,2017,10,5
1813,2017-10-15,12328,2017,10,6
1814,2017-10-16,11805,2017,10,0
1815,2017-10-17,12286,2017,10,1
1816,2017-10-18,13005,2017,10,2
1817,2017-10-19,13314,2017,10,3
1818,2017-10-20,14247,2017,10,4
1819,2017-10-21,14464,2017,10,5
1820,2017-10-22,13384,2017,10,6
1821,2017-10-23,12602,2017,10,0
1822,2017-10-24,13149,2017,10,1
1823,2017-10-25,12821,2017,10,2
1824,2017-10-26,11768,2017,10,3
1825,2017-10-27,13149,2017,10,4
1826,2017-10-28,13021,2017,10,5
1827,2017-10-29,4591,2017,10,6
